,i_sample,n_local_networks,n_var_network,v_topology,n_output_variables,n_clauses_function,n_local_attractors,n_pair_attractors,n_attractor_fields,n_time_find_attractors,n_time_find_pairs,n_time_find_fields
282,42,12,5,4,2,2,34,62,2048,0.3814353942871094,0.0003285408020019531,0.062334299087524414
283,42,12,5,3,2,2,36,72,4096,0.43678760528564453,0.0003790855407714844,0.2739121913909912
284,43,12,5,4,2,2,35,32,2,0.44252681732177734,0.00022268295288085938,0.0003082752227783203
285,43,12,5,3,2,2,36,36,1,0.5117802619934082,0.00040221214294433594,0.0007753372192382812
286,44,12,5,4,2,2,34,31,1,0.432741641998291,0.00021576881408691406,0.0001690387725830078
287,44,12,5,3,2,2,36,36,1,0.45969533920288086,0.0004069805145263672,0.0006911754608154297
288,45,12,5,4,2,2,23,21,1,0.4085533618927002,0.0004596710205078125,0.0002193450927734375
289,45,12,5,3,2,2,24,24,1,0.4334259033203125,0.00025582313537597656,0.0002357959747314453
290,46,12,5,4,2,2,23,21,1,0.3549525737762451,0.00020551681518554688,0.000133514404296875
291,46,12,5,3,2,2,24,24,1,0.4158914089202881,0.00038123130798339844,0.0003597736358642578
292,47,12,5,4,2,2,58,148,186304,0.49278974533081055,0.000164031982421875,4.6922266483306885
293,47,12,5,3,2,2,60,168,172928,0.584876298904419,0.0002491474151611328,24.235236406326294
294,48,12,5,4,2,2,23,21,1,0.32944631576538086,0.00015425682067871094,9.965896606445312e-05
295,48,12,5,3,2,2,24,24,1,0.3433382511138916,0.0001926422119140625,0.00018167495727539062
296,49,12,5,4,2,2,23,21,1,0.34333324432373047,0.00016427040100097656,9.799003601074219e-05
297,49,12,5,3,2,2,24,24,1,0.32508420944213867,0.0003349781036376953,0.00038123130798339844
298,50,12,5,4,2,2,23,21,1,0.3939516544342041,0.0002663135528564453,0.00016760826110839844
299,50,12,5,3,2,2,24,24,1,0.3956887722015381,0.00029277801513671875,0.0003554821014404297
