i_sample,n_local_networks,n_global_edges,v_topology,n_output_variables,n_clauses_function,step,method,execution_time,n_local_attractors,n_pair_attractors,n_attractor_fields
4,7,8,2,2,2,3,2,1.0037235709969536,,,1.0
4,7,8,2,2,2,3,3,0.9869385319980211,,,1.0
4,7,9,2,2,2,1,1,0.7114318390013068,36.0,,
4,7,9,2,2,2,1,2,0.32576133900147397,36.0,,
4,7,9,2,2,2,1,3,0.32340786500571994,36.0,,
4,7,9,2,2,2,2,1,0.0005832469978486188,,128.0,
4,7,9,2,2,2,2,2,0.165680745994905,,128.0,
4,7,9,2,2,2,2,3,0.16881736300274497,,128.0,
4,7,9,2,2,2,3,1,0.10227604700048687,,,128.0
4,7,9,2,2,2,3,2,1.304893351996725,,,128.0
4,7,9,2,2,2,3,3,1.337801394998678,,,128.0
4,7,10,2,2,2,1,1,0.7101309080026112,20.0,,
4,7,10,2,2,2,1,2,0.3056051050007227,20.0,,
4,7,10,2,2,2,1,3,0.2993947909999406,20.0,,
4,7,10,2,2,2,2,1,0.0006549560057464987,,16.0,
4,7,10,2,2,2,2,2,0.1862506100005703,,16.0,
4,7,10,2,2,2,2,3,0.16743998000310967,,16.0,
4,7,10,2,2,2,3,1,0.00023572899954160675,,,1.0
4,7,10,2,2,2,3,2,1.3526982530020177,,,1.0
4,7,10,2,2,2,3,3,1.2884719389985548,,,1.0
4,7,11,2,2,2,1,1,0.5817596369961393,29.0,,
4,7,11,2,2,2,1,2,0.43496709199826,29.0,,
4,7,11,2,2,2,1,3,0.27114138899924,29.0,,
4,7,11,2,2,2,2,1,0.0005326859973138198,,84.0,
4,7,11,2,2,2,2,2,0.16875790600170149,,84.0,
4,7,11,2,2,2,2,3,0.22310757100058254,,84.0,
4,7,11,2,2,2,3,1,0.010001677001127973,,,5.0
4,7,11,2,2,2,3,2,1.65903794800397,,,5.0
4,7,11,2,2,2,3,3,1.4314769289994729,,,5.0
5,7,6,2,2,2,1,1,0.5063635509941378,15.0,,
5,7,6,2,2,2,1,2,0.2855731419986114,15.0,,
5,7,6,2,2,2,1,3,0.30355125299684005,15.0,,
5,7,6,2,2,2,2,1,0.00036985699989600107,,13.0,
5,7,6,2,2,2,2,2,0.16856373799964786,,13.0,
5,7,6,2,2,2,2,3,0.16423623999435222,,13.0,
5,7,6,2,2,2,3,1,0.00018247999832965434,,,1.0
5,7,6,2,2,2,3,2,0.8692218200012576,,,1.0
5,7,6,2,2,2,3,3,0.8636374559937394,,,1.0
5,7,7,2,2,2,1,1,0.36778601800324395,15.0,,
5,7,7,2,2,2,1,2,0.2427244049977162,15.0,,
5,7,7,2,2,2,1,3,0.24679679200198734,15.0,,
5,7,7,2,2,2,2,1,0.00035918900539400056,,18.0,
5,7,7,2,2,2,2,2,0.1542337960054283,,18.0,
5,7,7,2,2,2,2,3,0.15465884799777996,,18.0,
5,7,7,2,2,2,3,1,0.00022267599706538022,,,1.0
5,7,7,2,2,2,3,2,0.8682310459989822,,,1.0
5,7,7,2,2,2,3,3,0.8604617560049519,,,1.0
5,7,8,2,2,2,1,1,0.7010508620005567,23.0,,
5,7,8,2,2,2,1,2,0.31544051600212697,23.0,,
5,7,8,2,2,2,1,3,0.305338682999718,23.0,,
5,7,8,2,2,2,2,1,0.0004720110009657219,,30.0,
5,7,8,2,2,2,2,2,0.16101349199743709,,30.0,
5,7,8,2,2,2,2,3,0.16069675499602454,,30.0,
5,7,8,2,2,2,3,1,0.00039518300036434084,,,1.0
5,7,8,2,2,2,3,2,1.0512238579976838,,,1.0
5,7,8,2,2,2,3,3,1.0120783249949454,,,1.0
5,7,9,2,2,2,1,1,0.7503392069993424,45.0,,
5,7,9,2,2,2,1,2,0.32070024499989813,45.0,,
5,7,9,2,2,2,1,3,0.3000580190055189,45.0,,
5,7,9,2,2,2,2,1,0.0006215049943421036,,192.0,
5,7,9,2,2,2,2,2,0.17106605199660407,,192.0,
5,7,9,2,2,2,2,3,0.16966621200117515,,192.0,
5,7,9,2,2,2,3,1,0.7135422580031445,,,399.0
5,7,9,2,2,2,3,2,1.6147311360036838,,,399.0
5,7,9,2,2,2,3,3,1.4433143770002062,,,399.0
5,7,10,2,2,2,1,1,0.8872774779956671,21.0,,
5,7,10,2,2,2,1,2,0.3399383689975366,21.0,,
5,7,10,2,2,2,1,3,0.33227090899890754,21.0,,
5,7,10,2,2,2,2,1,0.000627697998424992,,45.0,
5,7,10,2,2,2,2,2,0.16777333200298017,,45.0,
5,7,10,2,2,2,2,3,0.17435682799987262,,45.0,
5,7,10,2,2,2,3,1,0.0010367359936935827,,,1.0
5,7,10,2,2,2,3,2,1.2948666269949172,,,1.0
5,7,10,2,2,2,3,3,1.2932276179999462,,,1.0
5,7,11,2,2,2,1,1,0.6322618580015842,22.0,,
5,7,11,2,2,2,1,2,0.2926228849973995,22.0,,
5,7,11,2,2,2,1,3,0.28935752699908335,22.0,,
5,7,11,2,2,2,2,1,0.0005853410038980655,,52.0,
5,7,11,2,2,2,2,2,0.1575662690011086,,52.0,
5,7,11,2,2,2,2,3,0.16537094900559168,,52.0,
5,7,11,2,2,2,3,1,0.002346208995732013,,,2.0
5,7,11,2,2,2,3,2,1.4254403160011861,,,2.0
5,7,11,2,2,2,3,3,1.4684152849949896,,,2.0
6,7,6,2,2,2,1,1,0.5780530410047504,15.0,,
6,7,6,2,2,2,1,2,0.31595019200176466,15.0,,
6,7,6,2,2,2,1,3,0.3484302229990135,15.0,,
6,7,6,2,2,2,2,1,0.0004329940056777559,,7.0,
6,7,6,2,2,2,2,2,0.16137137099576648,,7.0,
6,7,6,2,2,2,2,3,0.1648458039999241,,7.0,
6,7,6,2,2,2,3,1,8.789599814917892e-05,,,0.0
6,7,6,2,2,2,3,2,0.1412237920012558,,,0.0
6,7,6,2,2,2,3,3,0.00016605000564595684,,,0.0
6,7,7,2,2,2,1,1,0.685176129998581,45.0,,
6,7,7,2,2,2,1,2,0.6070163379990845,45.0,,
6,7,7,2,2,2,1,3,0.44066653800109634,45.0,,
6,7,7,2,2,2,2,1,0.000470065999252256,,144.0,
6,7,7,2,2,2,2,2,0.15948739199666306,,144.0,
6,7,7,2,2,2,2,3,0.14806487199530238,,144.0,
6,7,7,2,2,2,3,1,0.523854275001213,,,2187.0
6,7,7,2,2,2,3,2,1.086912355000095,,,2187.0
6,7,7,2,2,2,3,3,1.112595404003514,,,2187.0
6,7,8,2,2,2,1,1,0.5964337800032808,17.0,,
6,7,8,2,2,2,1,2,0.4207245010038605,17.0,,
6,7,8,2,2,2,1,3,0.30031617900385754,17.0,,
6,7,8,2,2,2,2,1,0.0005043139972258359,,10.0,
6,7,8,2,2,2,2,2,0.1627088029999868,,10.0,
6,7,8,2,2,2,2,3,0.15644133599562338,,10.0,
6,7,8,2,2,2,3,1,9.3684000603389e-05,,,0.0
6,7,8,2,2,2,3,2,0.13935373100684956,,,0.0
6,7,8,2,2,2,3,3,0.00014480600657407194,,,0.0
6,7,9,2,2,2,1,1,0.6699820959984208,47.0,,
6,7,9,2,2,2,1,2,0.34000874499906786,47.0,,
6,7,9,2,2,2,1,3,0.31397492500400404,47.0,,
6,7,9,2,2,2,2,1,0.0005273660062812269,,195.0,
6,7,9,2,2,2,2,2,0.15538173899403773,,195.0,
6,7,9,2,2,2,2,3,0.1518710070013185,,195.0,
6,7,9,2,2,2,3,1,2.369638235999446,,,2187.0
6,7,9,2,2,2,3,2,2.4988800909995916,,,2187.0
6,7,9,2,2,2,3,3,2.2278580269994563,,,2187.0
6,7,10,2,2,2,1,1,0.9063140400030534,53.0,,
6,7,10,2,2,2,1,2,0.5240159370005131,53.0,,
6,7,10,2,2,2,1,3,0.394785830998444,53.0,,
6,7,10,2,2,2,2,1,0.000845420996483881,,264.0,
6,7,10,2,2,2,2,2,0.16313011700549396,,264.0,
6,7,10,2,2,2,2,3,0.173201205994701,,264.0,
6,7,10,2,2,2,3,1,1.4116743479971774,,,288.0
6,7,10,2,2,2,3,2,2.2639552199980244,,,288.0
6,7,10,2,2,2,3,3,2.2550364850030746,,,288.0
6,7,11,2,2,2,1,1,0.8836624260002282,59.0,,
6,7,11,2,2,2,1,2,0.3404262549956911,59.0,,
6,7,11,2,2,2,1,3,0.338781016995199,59.0,,
6,7,11,2,2,2,2,1,0.0009474730031797662,,436.0,
6,7,11,2,2,2,2,2,0.16655240199906984,,436.0,
6,7,11,2,2,2,2,3,0.17147755800397135,,436.0,
6,7,11,2,2,2,3,1,7.706609325003228,,,1184.0
6,7,11,2,2,2,3,2,4.904142122999474,,,1184.0
6,7,11,2,2,2,3,3,4.642431682994356,,,1184.0
7,7,6,2,2,2,1,1,0.31348204600362806,15.0,,
7,7,6,2,2,2,1,2,0.2220502510026563,15.0,,
7,7,6,2,2,2,1,3,0.21334801799821435,15.0,,
7,7,6,2,2,2,2,1,0.00031649800075683743,,17.0,
7,7,6,2,2,2,2,2,0.13584663400251884,,17.0,
7,7,6,2,2,2,2,3,0.1343619100007345,,17.0,
7,7,6,2,2,2,3,1,0.00020036600471939892,,,1.0
7,7,6,2,2,2,3,2,0.8424694749992341,,,1.0
7,7,6,2,2,2,3,3,0.9091497699992033,,,1.0
7,7,7,2,2,2,1,1,0.48921419600083027,24.0,,
7,7,7,2,2,2,1,2,0.49691307399916695,24.0,,
7,7,7,2,2,2,1,3,0.35706880599900614,24.0,,
7,7,7,2,2,2,2,1,0.00035772800038103014,,45.0,
7,7,7,2,2,2,2,2,0.16647283299971605,,45.0,
7,7,7,2,2,2,2,3,0.14995599900430534,,45.0,
7,7,7,2,2,2,3,1,0.0043840279977303,,,46.0
7,7,7,2,2,2,3,2,0.8603893870022148,,,46.0
7,7,7,2,2,2,3,3,0.8757031960049062,,,46.0
7,7,8,2,2,2,1,1,0.44509294199815486,25.0,,
7,7,8,2,2,2,1,2,0.27990362599666696,25.0,,
7,7,8,2,2,2,1,3,0.2750446029967861,25.0,,
7,7,8,2,2,2,2,1,0.00038821699854452163,,44.0,
7,7,8,2,2,2,2,2,0.1568347310021636,,44.0,
7,7,8,2,2,2,2,3,0.15388951000204543,,44.0,
7,7,8,2,2,2,3,1,0.0025854730047285557,,,11.0
7,7,8,2,2,2,3,2,1.0218676509975921,,,11.0
7,7,8,2,2,2,3,3,1.018043978998321,,,11.0
7,7,9,2,2,2,1,1,0.8452358800059301,32.0,,
7,7,9,2,2,2,1,2,0.3364845329997479,32.0,,
7,7,9,2,2,2,1,3,0.5302577949987608,32.0,,
7,7,9,2,2,2,2,1,0.0006934970006113872,,108.0,
7,7,9,2,2,2,2,2,0.18005874899972696,,108.0,
7,7,9,2,2,2,2,3,0.1655211860052077,,108.0,
7,7,9,2,2,2,3,1,0.09327368100639433,,,128.0
7,7,9,2,2,2,3,2,1.2548028419987531,,,128.0
7,7,9,2,2,2,3,3,1.2555341120023513,,,128.0
7,7,10,2,2,2,1,1,0.7381863070040708,20.0,,
7,7,10,2,2,2,1,2,0.30682954100484494,20.0,,
7,7,10,2,2,2,1,3,0.2790023760026088,20.0,,
7,7,10,2,2,2,2,1,0.0005781150030088611,,44.0,
7,7,10,2,2,2,2,2,0.1870771749963751,,44.0,
7,7,10,2,2,2,2,3,0.16521614900557324,,44.0,
7,7,10,2,2,2,3,1,0.0011669439991237596,,,2.0
7,7,10,2,2,2,3,2,1.3666885319980793,,,2.0
7,7,10,2,2,2,3,3,1.8258522060059477,,,2.0
7,7,11,2,2,2,1,1,0.4985363270025118,22.0,,
7,7,11,2,2,2,1,2,0.23273651600175072,22.0,,
7,7,11,2,2,2,1,3,0.24801625099644298,22.0,,
7,7,11,2,2,2,2,1,0.0005075629960629158,,58.0,
7,7,11,2,2,2,2,2,0.15663345299981302,,58.0,
7,7,11,2,2,2,2,3,0.15705645600246498,,58.0,
7,7,11,2,2,2,3,1,0.0017149819977930747,,,1.0
7,7,11,2,2,2,3,2,1.419581376001588,,,1.0
7,7,11,2,2,2,3,3,1.4287447660026373,,,1.0
8,7,6,2,2,2,1,1,0.5701245640011621,51.0,,
8,7,6,2,2,2,1,2,0.30939610399946105,51.0,,
8,7,6,2,2,2,1,3,0.33233927500259597,51.0,,
8,7,6,2,2,2,2,1,0.0006910960000823252,,207.0,
8,7,6,2,2,2,2,2,0.16870915699837497,,207.0,
8,7,6,2,2,2,2,3,0.15039607300423086,,207.0,
8,7,6,2,2,2,3,1,0.7442020050002611,,,2187.0
8,7,6,2,2,2,3,2,1.1748017930003698,,,2187.0
8,7,6,2,2,2,3,3,1.4955223459983245,,,2187.0
8,7,7,2,2,2,1,1,0.6616315689971088,21.0,,
8,7,7,2,2,2,1,2,0.31707278799876804,21.0,,
8,7,7,2,2,2,1,3,0.34729680799500784,21.0,,
8,7,7,2,2,2,2,1,0.0005656369976350106,,39.0,
8,7,7,2,2,2,2,2,0.18676930999936303,,39.0,
8,7,7,2,2,2,2,3,0.17881969999871217,,39.0,
8,7,7,2,2,2,3,1,0.000298286002362147,,,1.0
8,7,7,2,2,2,3,2,0.8916128900018521,,,1.0
8,7,7,2,2,2,3,3,0.8839972150017275,,,1.0
8,7,8,2,2,2,1,1,0.9164577659976203,50.0,,
8,7,8,2,2,2,1,2,0.39817080800276017,50.0,,
8,7,8,2,2,2,1,3,0.7055380110032274,50.0,,
8,7,8,2,2,2,2,1,0.0008910950054996647,,396.0,
8,7,8,2,2,2,2,2,0.24377657199511304,,396.0,
8,7,8,2,2,2,2,3,0.20095738399686525,,396.0,
8,7,8,2,2,2,3,1,20.34148759499658,,,16384.0
8,7,8,2,2,2,3,2,8.814199893997284,,,16384.0
8,7,8,2,2,2,3,3,8.464729979001277,,,16384.0
8,7,9,2,2,2,1,1,0.4911467210040428,25.0,,
8,7,9,2,2,2,1,2,0.23206807500537252,25.0,,
8,7,9,2,2,2,1,3,0.25096507299895165,25.0,,
8,7,9,2,2,2,2,1,0.00036299400380812585,,60.0,
8,7,9,2,2,2,2,2,0.15912874300556723,,60.0,
8,7,9,2,2,2,2,3,0.16228504099854035,,60.0,
8,7,9,2,2,2,3,1,0.000859288003994152,,,1.0
8,7,9,2,2,2,3,2,1.4281503320016782,,,1.0
8,7,9,2,2,2,3,3,1.3137449490022846,,,1.0
8,7,10,2,2,2,1,1,0.6365825780012528,21.0,,
8,7,10,2,2,2,1,2,0.3004019979998702,21.0,,
8,7,10,2,2,2,1,3,0.3164364080002997,21.0,,
8,7,10,2,2,2,2,1,0.0005229660018812865,,58.0,
8,7,10,2,2,2,2,2,0.21395345799828647,,58.0,
8,7,10,2,2,2,2,3,0.16766493400064064,,58.0,
8,7,10,2,2,2,3,1,0.0012358060048427433,,,1.0
8,7,10,2,2,2,3,2,1.6654534629997215,,,1.0
8,7,10,2,2,2,3,3,1.3609743720007828,,,1.0
8,7,11,2,2,2,1,1,0.6075188660033746,29.0,,
8,7,11,2,2,2,1,2,0.2635160569989239,29.0,,
8,7,11,2,2,2,1,3,0.25741388100141194,29.0,,
8,7,11,2,2,2,2,1,0.0006350159965222701,,77.0,
8,7,11,2,2,2,2,2,0.16490439399785828,,77.0,
8,7,11,2,2,2,2,3,0.1678794819963514,,77.0,
8,7,11,2,2,2,3,1,0.003948915997170843,,,1.0
8,7,11,2,2,2,3,2,1.522155393002322,,,1.0
8,7,11,2,2,2,3,3,1.5285467860012432,,,1.0
9,7,6,2,2,2,1,1,0.46690649099764414,21.0,,
9,7,6,2,2,2,1,2,0.2280289569971501,21.0,,
9,7,6,2,2,2,1,3,0.26944354100123746,21.0,,
9,7,6,2,2,2,2,1,0.00034177400084445253,,21.0,
9,7,6,2,2,2,2,2,0.17614658799720928,,21.0,
9,7,6,2,2,2,2,3,0.17622075099643553,,21.0,
9,7,6,2,2,2,3,1,0.0006984840001678094,,,9.0
9,7,6,2,2,2,3,2,1.0061065569971106,,,9.0
9,7,6,2,2,2,3,3,0.9597292429971276,,,9.0
9,7,7,2,2,2,1,1,0.41555616299592657,21.0,,
9,7,7,2,2,2,1,2,0.22630562400445342,21.0,,
9,7,7,2,2,2,1,3,0.21338464300060878,21.0,,
