i_sample,n_local_networks,n_global_edges,v_topology,n_output_variables,n_clauses_function,step,method,execution_time,n_local_attractors,n_pair_attractors,n_attractor_fields
80,7,10,2,2,2,2,1,0.0006236540066311136,,72.0,
80,7,10,2,2,2,2,2,0.4252775630011456,,72.0,
80,7,10,2,2,2,2,3,0.4132090620114468,,72.0,
80,7,10,2,2,2,3,1,0.008568984005250968,,,3.0
80,7,10,2,2,2,3,2,3.523954837000929,,,3.0
80,7,10,2,2,2,3,3,3.5693167279969202,,,3.0
80,7,11,2,2,2,1,1,0.885652883007424,44.0,,
80,7,11,2,2,2,1,2,0.5744889689958654,44.0,,
80,7,11,2,2,2,1,3,0.6894252389902249,44.0,,
80,7,11,2,2,2,2,1,0.0008789040002739057,,232.0,
80,7,11,2,2,2,2,2,0.45052013199892826,,232.0,
80,7,11,2,2,2,2,3,0.4480636170046637,,232.0,
80,7,11,2,2,2,3,1,0.8940496020077262,,,128.0
80,7,11,2,2,2,3,2,4.078178746000049,,,128.0
80,7,11,2,2,2,3,3,4.476675584999612,,,128.0
81,7,6,2,2,2,1,1,0.7408183699881192,42.0,,
81,7,6,2,2,2,1,2,0.581699018002837,42.0,,
81,7,6,2,2,2,1,3,0.5568035830074223,42.0,,
81,7,6,2,2,2,2,1,0.000716983005986549,,204.0,
81,7,6,2,2,2,2,2,0.4047713189938804,,204.0,
81,7,6,2,2,2,2,3,0.3776696920103859,,204.0,
81,7,6,2,2,2,3,1,0.9646679240104277,,,16384.0
81,7,6,2,2,2,3,2,2.7901589880057145,,,16384.0
81,7,6,2,2,2,3,3,2.974898984990432,,,16384.0
81,7,7,2,2,2,1,1,0.6454396490007639,24.0,,
81,7,7,2,2,2,1,2,0.761707526005921,24.0,,
81,7,7,2,2,2,1,3,0.567214110007626,24.0,,
81,7,7,2,2,2,2,1,0.0005818669887958094,,36.0,
81,7,7,2,2,2,2,2,0.4055790560087189,,36.0,
81,7,7,2,2,2,2,3,0.38343655900098383,,36.0,
81,7,7,2,2,2,3,1,0.0008595730032538995,,,8.0
81,7,7,2,2,2,3,2,2.12991997798963,,,8.0
81,7,7,2,2,2,3,3,2.1599908339994727,,,8.0
81,7,8,2,2,2,1,1,0.777714729993022,34.0,,
81,7,8,2,2,2,1,2,0.5708303110004636,34.0,,
81,7,8,2,2,2,1,3,0.5663030020077713,34.0,,
81,7,8,2,2,2,2,1,0.0006024799949955195,,114.0,
81,7,8,2,2,2,2,2,0.39781813199806493,,114.0,
81,7,8,2,2,2,2,3,0.39516847899358254,,114.0,
81,7,8,2,2,2,3,1,0.034293372998945415,,,128.0
81,7,8,2,2,2,3,2,2.6228189219982596,,,128.0
81,7,8,2,2,2,3,3,2.6060772240016377,,,128.0
81,7,9,2,2,2,1,1,1.1195470029924763,51.0,,
81,7,9,2,2,2,1,2,0.6362512570049148,51.0,,
81,7,9,2,2,2,1,3,0.6323200600018026,51.0,,
81,7,9,2,2,2,2,1,0.0010729909990914166,,252.0,
81,7,9,2,2,2,2,2,0.40242829600174446,,252.0,
81,7,9,2,2,2,2,3,0.39044352299242746,,252.0,
81,7,9,2,2,2,3,1,1.8640054039860843,,,3888.0
81,7,9,2,2,2,3,2,4.052290165986051,,,3888.0
81,7,9,2,2,2,3,3,4.032975759007968,,,3888.0
81,7,10,2,2,2,1,1,0.7161577260121703,20.0,,
81,7,10,2,2,2,1,2,0.507561093007098,20.0,,
81,7,10,2,2,2,1,3,0.511551852003322,20.0,,
81,7,10,2,2,2,2,1,0.0004950900038238615,,48.0,
81,7,10,2,2,2,2,2,0.39035735100333113,,48.0,
81,7,10,2,2,2,2,3,0.37998801199137233,,48.0,
81,7,10,2,2,2,3,1,0.0010956939950119704,,,1.0
81,7,10,2,2,2,3,2,3.1089382600039244,,,1.0
81,7,10,2,2,2,3,3,3.2395479539991356,,,1.0
81,7,11,2,2,2,1,1,1.175219708995428,40.0,,
81,7,11,2,2,2,1,2,0.5636273519921815,40.0,,
81,7,11,2,2,2,1,3,0.693077698990237,40.0,,
81,7,11,2,2,2,2,1,0.0009192080033244565,,222.0,
81,7,11,2,2,2,2,2,0.3844918270042399,,222.0,
81,7,11,2,2,2,2,3,0.3895917100016959,,222.0,
81,7,11,2,2,2,3,1,0.39351631500176154,,,128.0
81,7,11,2,2,2,3,2,4.0872959830012405,,,128.0
81,7,11,2,2,2,3,3,3.72875027799455,,,128.0
82,7,6,2,2,2,1,1,0.7302658849948784,30.0,,
82,7,6,2,2,2,1,2,0.5589898680045735,30.0,,
82,7,6,2,2,2,1,3,0.5495584419986699,30.0,,
82,7,6,2,2,2,2,1,0.00047024499508552253,,34.0,
82,7,6,2,2,2,2,2,0.3825129780016141,,34.0,
82,7,6,2,2,2,2,3,0.3579474160069367,,34.0,
82,7,6,2,2,2,3,1,0.003000634998898022,,,16.0
82,7,6,2,2,2,3,2,1.990332383007626,,,16.0
82,7,6,2,2,2,3,3,2.0352663539961213,,,16.0
82,7,7,2,2,2,1,1,0.6382143279915908,24.0,,
82,7,7,2,2,2,1,2,0.5773235700035002,24.0,,
82,7,7,2,2,2,1,3,0.5439095659967279,24.0,,
82,7,7,2,2,2,2,1,0.00039060800918377936,,50.0,
82,7,7,2,2,2,2,2,0.3751690550125204,,50.0,
82,7,7,2,2,2,2,3,0.35696984600508586,,50.0,
82,7,7,2,2,2,3,1,0.008358238002983853,,,128.0
82,7,7,2,2,2,3,2,2.0404035649989964,,,128.0
82,7,7,2,2,2,3,3,2.0531608229939593,,,128.0
82,7,8,2,2,2,1,1,0.5295159119996242,28.0,,
82,7,8,2,2,2,1,2,0.4961494450108148,28.0,,
82,7,8,2,2,2,1,3,0.46580630898824893,28.0,,
82,7,8,2,2,2,2,1,0.00040378799894824624,,63.0,
82,7,8,2,2,2,2,2,0.36039988401171286,,63.0,
82,7,8,2,2,2,2,3,0.3524125749972882,,63.0,
82,7,8,2,2,2,3,1,0.023856408006395213,,,128.0
82,7,8,2,2,2,3,2,2.4304774860065663,,,128.0
82,7,8,2,2,2,3,3,2.4381192269938765,,,128.0
82,7,9,2,2,2,1,1,0.7746212909987662,19.0,,
82,7,9,2,2,2,1,2,0.46258862999093253,19.0,,
82,7,9,2,2,2,1,3,0.4637858979986049,19.0,,
82,7,9,2,2,2,2,1,0.0005016560025978833,,27.0,
82,7,9,2,2,2,2,2,0.3918946670019068,,27.0,
82,7,9,2,2,2,2,3,0.3630215680022957,,27.0,
82,7,9,2,2,2,3,1,0.00034296599915251136,,,1.0
82,7,9,2,2,2,3,2,2.5801797040039673,,,1.0
82,7,9,2,2,2,3,3,2.648926059002406,,,1.0
82,7,10,2,2,2,1,1,0.812634222995257,27.0,,
82,7,10,2,2,2,1,2,0.510801801996422,27.0,,
82,7,10,2,2,2,1,3,0.5030976889975136,27.0,,
82,7,10,2,2,2,2,1,0.0004888099938398227,,52.0,
82,7,10,2,2,2,2,2,0.3568905680003809,,52.0,
82,7,10,2,2,2,2,3,0.36662034699111246,,52.0,
82,7,10,2,2,2,3,1,0.0010244080040138215,,,1.0
82,7,10,2,2,2,3,2,2.9216226220014505,,,1.0
82,7,10,2,2,2,3,3,2.932460373005597,,,1.0
82,7,11,2,2,2,1,1,1.0108855639991816,40.0,,
82,7,11,2,2,2,1,2,0.546948989998782,40.0,,
82,7,11,2,2,2,1,3,0.556379507004749,40.0,,
82,7,11,2,2,2,2,1,0.0008059879910433665,,162.0,
82,7,11,2,2,2,2,2,0.3703163140016841,,162.0,
82,7,11,2,2,2,2,3,0.3560164230002556,,162.0,
82,7,11,2,2,2,3,1,0.42708751300233416,,,128.0
82,7,11,2,2,2,3,2,3.6232898390007904,,,128.0
82,7,11,2,2,2,3,3,3.624774305993924,,,128.0
83,7,6,2,2,2,1,1,0.730980542008183,48.0,,
83,7,6,2,2,2,1,2,0.573295408001286,48.0,,
83,7,6,2,2,2,1,3,0.5613755499944091,48.0,,
83,7,6,2,2,2,2,1,0.0006015120015945286,,142.0,
83,7,6,2,2,2,2,2,0.37696488400979433,,142.0,
83,7,6,2,2,2,2,3,0.3539931810082635,,142.0,
83,7,6,2,2,2,3,1,0.5355682969966438,,,5040.0
83,7,6,2,2,2,3,2,2.4199438280047616,,,5040.0
83,7,6,2,2,2,3,3,2.4838409009971656,,,5040.0
83,7,7,2,2,2,1,1,0.5007524079992436,15.0,,
83,7,7,2,2,2,1,2,0.4813288669975009,15.0,,
83,7,7,2,2,2,1,3,0.4923367150040576,15.0,,
83,7,7,2,2,2,2,1,0.00032101401302497834,,9.0,
83,7,7,2,2,2,2,2,0.3595302640023874,,9.0,
83,7,7,2,2,2,2,3,0.3473535679950146,,9.0,
83,7,7,2,2,2,3,1,0.00020178999693598598,,,1.0
83,7,7,2,2,2,3,2,1.9825403599970741,,,1.0
83,7,7,2,2,2,3,3,1.9764652409940027,,,1.0
83,7,8,2,2,2,1,1,0.53494439899805,28.0,,
83,7,8,2,2,2,1,2,0.47875083300459664,28.0,,
83,7,8,2,2,2,1,3,0.48470941599225625,28.0,,
83,7,8,2,2,2,2,1,0.00044554000487551093,,58.0,
83,7,8,2,2,2,2,2,0.34945493000850547,,58.0,
83,7,8,2,2,2,2,3,0.3578687080007512,,58.0,
83,7,8,2,2,2,3,1,0.009819650993449613,,,44.0
83,7,8,2,2,2,3,2,2.346805666005821,,,44.0
83,7,8,2,2,2,3,3,2.4899547880049795,,,44.0
83,7,9,2,2,2,1,1,0.7488346559985075,19.0,,
83,7,9,2,2,2,1,2,0.522994834012934,19.0,,
83,7,9,2,2,2,1,3,0.5166925139928935,19.0,,
83,7,9,2,2,2,2,1,0.000490798003738746,,31.0,
83,7,9,2,2,2,2,2,0.37818310399597976,,31.0,
83,7,9,2,2,2,2,3,0.3567543300014222,,31.0,
83,7,9,2,2,2,3,1,0.0005426860006991774,,,1.0
83,7,9,2,2,2,3,2,2.6339698619995033,,,1.0
83,7,9,2,2,2,3,3,2.6413058289908804,,,1.0
83,7,10,2,2,2,1,1,0.9241202880075434,33.0,,
83,7,10,2,2,2,1,2,0.5415345840010559,33.0,,
83,7,10,2,2,2,1,3,0.5372006899997359,33.0,,
83,7,10,2,2,2,2,1,0.0010284199961461127,,52.0,
83,7,10,2,2,2,2,2,0.39917011199577246,,52.0,
83,7,10,2,2,2,2,3,0.35842782800318673,,52.0,
83,7,10,2,2,2,3,1,0.006660516999545507,,,2.0
83,7,10,2,2,2,3,2,2.9266241779987467,,,2.0
83,7,10,2,2,2,3,3,3.128018005998456,,,2.0
83,7,11,2,2,2,1,1,0.8145269810047466,52.0,,
83,7,11,2,2,2,1,2,0.5023700140009169,52.0,,
83,7,11,2,2,2,1,3,0.6139178239973262,52.0,,
83,7,11,2,2,2,2,1,0.0008163199963746592,,372.0,
83,7,11,2,2,2,2,2,0.3607648990000598,,372.0,
83,7,11,2,2,2,2,3,0.3602286160021322,,372.0,
83,7,11,2,2,2,3,1,9.334316198001034,,,2187.0
83,7,11,2,2,2,3,2,7.4678828840114875,,,2187.0
83,7,11,2,2,2,3,3,7.311475216993131,,,2187.0
84,7,6,2,2,2,1,1,0.6504744090052554,24.0,,
84,7,6,2,2,2,1,2,0.5680866589973448,24.0,,
84,7,6,2,2,2,1,3,0.5360409900022205,24.0,,
84,7,6,2,2,2,2,1,0.0005980720015941188,,59.0,
84,7,6,2,2,2,2,2,0.34558945399476215,,59.0,
84,7,6,2,2,2,2,3,0.3293941599986283,,59.0,
84,7,6,2,2,2,3,1,0.0034731609921436757,,,128.0
84,7,6,2,2,2,3,2,1.9005774189863587,,,128.0
84,7,6,2,2,2,3,3,1.9300868550053565,,,128.0
84,7,7,2,2,2,1,1,0.47494357300456613,15.0,,
84,7,7,2,2,2,1,2,0.455858918998274,15.0,,
84,7,7,2,2,2,1,3,0.45624271799169946,15.0,,
84,7,7,2,2,2,2,1,0.0003923399926861748,,19.0,
84,7,7,2,2,2,2,2,0.33298260900483,,19.0,
84,7,7,2,2,2,2,3,0.34135171900561545,,19.0,
84,7,7,2,2,2,3,1,0.00020840800425503403,,,1.0
84,7,7,2,2,2,3,2,1.879750170992338,,,1.0
84,7,7,2,2,2,3,3,1.9142937869910384,,,1.0
84,7,8,2,2,2,1,1,0.3836627279961249,16.0,,
84,7,8,2,2,2,1,2,0.42648589600867126,16.0,,
84,7,8,2,2,2,1,3,0.4359024000004865,16.0,,
84,7,8,2,2,2,2,1,0.00044615400838665664,,24.0,
84,7,8,2,2,2,2,2,0.34519833499507513,,24.0,
84,7,8,2,2,2,2,3,0.3191237240098417,,24.0,
84,7,8,2,2,2,3,1,0.00028005000785924494,,,1.0
84,7,8,2,2,2,3,2,2.306820487996447,,,1.0
84,7,8,2,2,2,3,3,2.2190126670029713,,,1.0
84,7,9,2,2,2,1,1,0.6010100739949849,32.0,,
84,7,9,2,2,2,1,2,0.45960635600204114,32.0,,
84,7,9,2,2,2,1,3,0.47436381700390484,32.0,,
84,7,9,2,2,2,2,1,0.0008407069981331006,,116.0,
84,7,9,2,2,2,2,2,0.35357936899526976,,116.0,
84,7,9,2,2,2,2,3,0.33165059800376184,,116.0,
84,7,9,2,2,2,3,1,0.040977384996949695,,,128.0
84,7,9,2,2,2,3,2,2.695815067010699,,,128.0
84,7,9,2,2,2,3,3,2.6197881370026153,,,128.0
84,7,10,2,2,2,1,1,0.9551779930043267,72.0,,
84,7,10,2,2,2,1,2,0.5328664650005521,72.0,,
84,7,10,2,2,2,1,3,0.5201096310047433,72.0,,
84,7,10,2,2,2,2,1,0.001416053986758925,,784.0,
84,7,10,2,2,2,2,2,0.35611140400578734,,784.0,
84,7,10,2,2,2,2,3,0.3484952979924856,,784.0,
84,7,10,2,2,2,3,1,60.458316162999836,,,16384.0
84,7,10,2,2,2,3,2,29.414651769999182,,,16384.0
84,7,10,2,2,2,3,3,30.043217815007665,,,16384.0
84,7,11,2,2,2,1,1,0.8981021589861484,37.0,,
84,7,11,2,2,2,1,2,0.5600028229964664,37.0,,
84,7,11,2,2,2,1,3,0.6303918439953122,37.0,,
84,7,11,2,2,2,2,1,0.0009241600055247545,,90.0,
84,7,11,2,2,2,2,2,0.4421895050036255,,90.0,
84,7,11,2,2,2,2,3,0.37519465600780677,,90.0,
84,7,11,2,2,2,3,1,0.005306502993335016,,,4.0
84,7,11,2,2,2,3,2,3.7738922119897325,,,4.0
84,7,11,2,2,2,3,3,3.9952700669964543,,,4.0
85,7,6,2,2,2,1,1,0.4730751320021227,24.0,,
85,7,6,2,2,2,1,2,0.5448706789902644,24.0,,
85,7,6,2,2,2,1,3,0.5273295420047361,24.0,,
85,7,6,2,2,2,2,1,0.0004374839918455109,,56.0,
85,7,6,2,2,2,2,2,0.5068381989985937,,56.0,
85,7,6,2,2,2,2,3,0.42855112299730536,,56.0,
85,7,6,2,2,2,3,1,0.015475520995096304,,,128.0
85,7,6,2,2,2,3,2,2.341677296004491,,,128.0
85,7,6,2,2,2,3,3,2.4805909369897563,,,128.0
85,7,7,2,2,2,1,1,0.5843232899933355,33.0,,
85,7,7,2,2,2,1,2,0.5212594859913224,33.0,,
85,7,7,2,2,2,1,3,0.5562768810050329,33.0,,
85,7,7,2,2,2,2,1,0.0005896400107303634,,117.0,
85,7,7,2,2,2,2,2,0.44287824000639375,,117.0,
85,7,7,2,2,2,2,3,0.4095050350006204,,117.0,
85,7,7,2,2,2,3,1,0.5387101989908842,,,2187.0
85,7,7,2,2,2,3,2,2.3411669790075393,,,2187.0
85,7,7,2,2,2,3,3,2.3837932540045585,,,2187.0
85,7,8,2,2,2,1,1,0.44581063199439086,17.0,,
85,7,8,2,2,2,1,2,0.4673410999967018,17.0,,
85,7,8,2,2,2,1,3,0.4518848340085242,17.0,,
85,7,8,2,2,2,2,1,0.00034862100437749177,,14.0,
85,7,8,2,2,2,2,2,0.3757433340069838,,14.0,
85,7,8,2,2,2,2,3,0.3667113590054214,,14.0,
85,7,8,2,2,2,3,1,0.00026366900419816375,,,1.0
85,7,8,2,2,2,3,2,2.4305282940040343,,,1.0
85,7,8,2,2,2,3,3,2.53864704699663,,,1.0
85,7,9,2,2,2,1,1,0.5397429040021962,19.0,,
85,7,9,2,2,2,1,2,0.5113333390036132,19.0,,
85,7,9,2,2,2,1,3,0.48447861800377723,19.0,,
85,7,9,2,2,2,2,1,0.000461088988231495,,40.0,
85,7,9,2,2,2,2,2,0.37047739399713464,,40.0,
85,7,9,2,2,2,2,3,0.38002338699880056,,40.0,
85,7,9,2,2,2,3,1,0.0006489380029961467,,,1.0
85,7,9,2,2,2,3,2,2.809709791006753,,,1.0
85,7,9,2,2,2,3,3,2.844722633002675,,,1.0
85,7,10,2,2,2,1,1,0.6306634170032339,20.0,,
85,7,10,2,2,2,1,2,0.48971325799357146,20.0,,
85,7,10,2,2,2,1,3,0.49351166300766636,20.0,,
85,7,10,2,2,2,2,1,0.000567077993764542,,0.0,
85,7,10,2,2,2,2,2,0.38103840399708133,,0.0,
85,7,10,2,2,2,2,3,0.37770089200057555,,0.0,
85,7,10,2,2,2,3,1,9.502298780716956e-05,,,0.0
85,7,10,2,2,2,3,2,0.33752567299234215,,,0.0
85,7,10,2,2,2,3,3,0.00015479300054721534,,,0.0
85,7,11,2,2,2,1,1,0.6788301560009131,22.0,,
85,7,11,2,2,2,1,2,0.507783674998791,22.0,,
85,7,11,2,2,2,1,3,0.48955636999744456,22.0,,
85,7,11,2,2,2,2,1,0.0005514989898074418,,54.0,
85,7,11,2,2,2,2,2,0.37663502400391735,,54.0,
85,7,11,2,2,2,2,3,0.35578026599250734,,54.0,
85,7,11,2,2,2,3,1,0.0017724509962135926,,,1.0
85,7,11,2,2,2,3,2,3.4604021240083966,,,1.0
85,7,11,2,2,2,3,3,3.462799843007815,,,1.0
86,7,6,2,2,2,1,1,0.47916063900629524,21.0,,
86,7,6,2,2,2,1,2,0.4784208290075185,21.0,,
86,7,6,2,2,2,1,3,0.6162384690105682,21.0,,
86,7,6,2,2,2,2,1,0.0003146439994452521,,23.0,
86,7,6,2,2,2,2,2,0.36097125700325705,,23.0,
86,7,6,2,2,2,2,3,0.36567710900271777,,23.0,
86,7,6,2,2,2,3,1,0.0002424749982310459,,,1.0
86,7,6,2,2,2,3,2,1.959951890996308,,,1.0
86,7,6,2,2,2,3,3,1.9437792150129098,,,1.0
86,7,7,2,2,2,1,1,0.9862948730005883,81.0,,
86,7,7,2,2,2,1,2,0.6039704590075416,81.0,,
86,7,7,2,2,2,1,3,0.6990160589921288,81.0,,
86,7,7,2,2,2,2,1,0.0009193320001941174,,497.0,
86,7,7,2,2,2,2,2,0.35349472099915147,,497.0,
86,7,7,2,2,2,2,3,0.399003504004213,,497.0,
86,7,7,2,2,2,3,1,217.57759168799384,,,256263.0
86,7,7,2,2,2,3,2,77.92244461999508,,,256263.0
86,7,7,2,2,2,3,3,80.33729162698728,,,256263.0
86,7,8,2,2,2,1,1,0.5237702120066388,34.0,,
86,7,8,2,2,2,1,2,0.6977427219972014,34.0,,
86,7,8,2,2,2,1,3,0.6783458159916336,34.0,,
86,7,8,2,2,2,2,1,0.0006673129973933101,,124.0,
86,7,8,2,2,2,2,2,0.5716210240061628,,124.0,
86,7,8,2,2,2,2,3,0.5760368049959652,,124.0,
86,7,8,2,2,2,3,1,0.0597338950028643,,,128.0
86,7,8,2,2,2,3,2,3.984971760000917,,,128.0
86,7,8,2,2,2,3,3,3.995989411007031,,,128.0
86,7,9,2,2,2,1,1,0.7760714439937146,29.0,,
86,7,9,2,2,2,1,2,0.759110459999647,29.0,,
86,7,9,2,2,2,1,3,0.7427201920072548,29.0,,
86,7,9,2,2,2,2,1,0.000508154000272043,,64.0,
86,7,9,2,2,2,2,2,0.598283655999694,,64.0,
86,7,9,2,2,2,2,3,0.5947691820038017,,64.0,
86,7,9,2,2,2,3,1,0.004587301998981275,,,2.0
86,7,9,2,2,2,3,2,4.409196822001832,,,2.0
86,7,9,2,2,2,3,3,4.4205976060038665,,,2.0
86,7,10,2,2,2,1,1,0.8866763679980068,33.0,,
86,7,10,2,2,2,1,2,0.7652067070011981,33.0,,
86,7,10,2,2,2,1,3,0.758712277005543,33.0,,
86,7,10,2,2,2,2,1,0.0007259070116560906,,160.0,
86,7,10,2,2,2,2,2,0.5795518779923441,,160.0,
86,7,10,2,2,2,2,3,0.589629825000884,,160.0,
86,7,10,2,2,2,3,1,0.23792488900653552,,,128.0
86,7,10,2,2,2,3,2,5.186401334009133,,,128.0
86,7,10,2,2,2,3,3,5.17027937999228,,,128.0
86,7,11,2,2,2,1,1,0.8620959719992243,23.0,,
86,7,11,2,2,2,1,2,0.7042890759912552,23.0,,
86,7,11,2,2,2,1,3,0.7141804410057375,23.0,,
86,7,11,2,2,2,2,1,0.001042427000356838,,49.0,
86,7,11,2,2,2,2,2,0.5694420609943336,,49.0,
86,7,11,2,2,2,2,3,0.5558996909967391,,49.0,
86,7,11,2,2,2,3,1,0.0018355780048295856,,,1.0
86,7,11,2,2,2,3,2,5.253431778997765,,,1.0
86,7,11,2,2,2,3,3,5.232198136000079,,,1.0
87,7,6,2,2,2,1,1,0.7444792519963812,24.0,,
87,7,6,2,2,2,1,2,0.5532466699951328,24.0,,
87,7,6,2,2,2,1,3,0.5572619089944055,24.0,,
87,7,6,2,2,2,2,1,0.0005072950007161126,,0.0,
87,7,6,2,2,2,2,2,0.3866747660067631,,0.0,
87,7,6,2,2,2,2,3,0.36017455700493883,,0.0,
87,7,6,2,2,2,3,1,9.177900210488588e-05,,,0.0
87,7,6,2,2,2,3,2,0.335806593997404,,,0.0
87,7,6,2,2,2,3,3,0.00016408700321335346,,,0.0
87,7,7,2,2,2,1,1,0.563190069005941,15.0,,
87,7,7,2,2,2,1,2,0.5160759599966696,15.0,,
87,7,7,2,2,2,1,3,0.5077944609947735,15.0,,
87,7,7,2,2,2,2,1,0.00040615499892737716,,15.0,
87,7,7,2,2,2,2,2,0.3569023550080601,,15.0,
87,7,7,2,2,2,2,3,0.35749291500542313,,15.0,
87,7,7,2,2,2,3,1,0.00021095499687362462,,,1.0
87,7,7,2,2,2,3,2,2.0325564759987174,,,1.0
87,7,7,2,2,2,3,3,2.0890470419981284,,,1.0
87,7,8,2,2,2,1,1,0.7660459509934299,50.0,,
87,7,8,2,2,2,1,2,0.5606023789878236,50.0,,
87,7,8,2,2,2,1,3,0.5568908790010028,50.0,,
87,7,8,2,2,2,2,1,0.0005050970066804439,,204.0,
87,7,8,2,2,2,2,2,0.3802980830078013,,204.0,
87,7,8,2,2,2,2,3,0.35413042599975597,,204.0,
87,7,8,2,2,2,3,1,6.466771070001414,,,9904.0
87,7,8,2,2,2,3,2,5.310236220990191,,,9904.0
87,7,8,2,2,2,3,3,4.9643736139987595,,,9904.0
87,7,9,2,2,2,1,1,0.5444876090041362,18.0,,
87,7,9,2,2,2,1,2,0.4507924719946459,18.0,,
87,7,9,2,2,2,1,3,0.5219208449998405,18.0,,
87,7,9,2,2,2,2,1,0.0003730400057975203,,26.0,
87,7,9,2,2,2,2,2,0.3691423480049707,,26.0,
87,7,9,2,2,2,2,3,0.3658642289956333,,26.0,
87,7,9,2,2,2,3,1,0.00044936999620404094,,,2.0
87,7,9,2,2,2,3,2,2.727428087993758,,,2.0
87,7,9,2,2,2,3,3,2.757465251997928,,,2.0
87,7,10,2,2,2,1,1,0.8911752079875441,40.0,,
87,7,10,2,2,2,1,2,0.5960779390006792,40.0,,
87,7,10,2,2,2,1,3,0.5826258129964117,40.0,,
87,7,10,2,2,2,2,1,0.0007898259937064722,,144.0,
87,7,10,2,2,2,2,2,0.3983798360131914,,144.0,
87,7,10,2,2,2,2,3,0.3726623730035499,,144.0,
87,7,10,2,2,2,3,1,0.23875997500726953,,,256.0
87,7,10,2,2,2,3,2,3.2540773229993647,,,256.0
87,7,10,2,2,2,3,3,3.2631496810063254,,,256.0
87,7,11,2,2,2,1,1,0.9495530700078234,22.0,,
87,7,11,2,2,2,1,2,0.5324702670041006,22.0,,
87,7,11,2,2,2,1,3,0.5143084519950207,22.0,,
87,7,11,2,2,2,2,1,0.0007116630004020408,,0.0,
87,7,11,2,2,2,2,2,0.3876621950039407,,0.0,
87,7,11,2,2,2,2,3,0.3618858249974437,,0.0,
87,7,11,2,2,2,3,1,0.00010671299241948873,,,0.0
87,7,11,2,2,2,3,2,0.3343662690022029,,,0.0
87,7,11,2,2,2,3,3,0.0001535600022180006,,,0.0
88,7,6,2,2,2,1,1,0.40200089900463354,24.0,,
88,7,6,2,2,2,1,2,0.49867564399028197,24.0,,
88,7,6,2,2,2,1,3,0.4864240879978752,24.0,,
88,7,6,2,2,2,2,1,0.0003502309991745278,,52.0,
88,7,6,2,2,2,2,2,0.3626559120020829,,52.0,
88,7,6,2,2,2,2,3,0.35677531400870066,,52.0,
88,7,6,2,2,2,3,1,0.013427768004476093,,,128.0
88,7,6,2,2,2,3,2,2.136809263000032,,,128.0
88,7,6,2,2,2,3,3,2.119676646005246,,,128.0
88,7,7,2,2,2,1,1,0.4989887170086149,15.0,,
88,7,7,2,2,2,1,2,0.49373783699411433,15.0,,
88,7,7,2,2,2,1,3,0.4892510409990791,15.0,,
88,7,7,2,2,2,2,1,0.00029616498795803636,,17.0,
88,7,7,2,2,2,2,2,0.34994273200572934,,17.0,
88,7,7,2,2,2,2,3,0.3492349800071679,,17.0,
88,7,7,2,2,2,3,1,0.00019776899716816843,,,1.0
88,7,7,2,2,2,3,2,2.0094926320016384,,,1.0
88,7,7,2,2,2,3,3,1.9991720580001129,,,1.0
88,7,8,2,2,2,1,1,0.4530150069913361,23.0,,
88,7,8,2,2,2,1,2,0.5566679689945886,23.0,,
88,7,8,2,2,2,1,3,0.4613882760022534,23.0,,
88,7,8,2,2,2,2,1,0.0005514899967238307,,51.0,
88,7,8,2,2,2,2,2,0.36100405899924226,,51.0,
88,7,8,2,2,2,2,3,0.34232811800029594,,51.0,
88,7,8,2,2,2,3,1,0.0004786360077559948,,,1.0
88,7,8,2,2,2,3,2,2.3345183210039977,,,1.0
88,7,8,2,2,2,3,3,2.3943283400003565,,,1.0
88,7,9,2,2,2,1,1,1.235119279997889,64.0,,
88,7,9,2,2,2,1,2,0.6317232529981993,64.0,,
88,7,9,2,2,2,1,3,0.6389944789989386,64.0,,
88,7,9,2,2,2,2,1,0.000899942999240011,,584.0,
88,7,9,2,2,2,2,2,0.369848157002707,,584.0,
88,7,9,2,2,2,2,3,0.36164453699893784,,584.0,
88,7,9,2,2,2,3,1,46.55614420499478,,,16384.0
88,7,9,2,2,2,3,2,19.85731256500003,,,16384.0
88,7,9,2,2,2,3,3,19.89793722399918,,,16384.0
88,7,10,2,2,2,1,1,0.5001193970092572,21.0,,
88,7,10,2,2,2,1,2,0.4395288800005801,21.0,,
88,7,10,2,2,2,1,3,0.4503775379998842,21.0,,
88,7,10,2,2,2,2,1,0.0005245259962975979,,38.0,
88,7,10,2,2,2,2,2,0.3790802339935908,,38.0,
88,7,10,2,2,2,2,3,0.37378172400349285,,38.0,
88,7,10,2,2,2,3,1,0.0008615090046077967,,,1.0
88,7,10,2,2,2,3,2,3.0691677290014923,,,1.0
88,7,10,2,2,2,3,3,3.1202055210014805,,,1.0
88,7,11,2,2,2,1,1,1.0678864719957346,63.0,,
88,7,11,2,2,2,1,2,0.5898138260090491,63.0,,
88,7,11,2,2,2,1,3,0.5693306450120872,63.0,,
88,7,11,2,2,2,2,1,0.0008297169988509268,,513.0,
88,7,11,2,2,2,2,2,0.3614788220002083,,513.0,
88,7,11,2,2,2,2,3,0.3463963360118214,,513.0,
88,7,11,2,2,2,3,1,23.974301308000577,,,2187.0
88,7,11,2,2,2,3,2,12.35969183400448,,,2187.0
88,7,11,2,2,2,3,3,11.892289723997237,,,2187.0
89,7,6,2,2,2,1,1,0.6151162809983362,48.0,,
